1,Age,Gender,Education,Country,Ethnicity,NScore,EScore,OScore,AScore,CScore,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,LSD,Meth,Mushrooms,Nicotine
233,25-34,Female,E7,UK,White,36,48,46,44,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
234,45-54,Male,E7,UK,White,29,45,36,49,44,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
235,25-34,Female,E7,UK,White,40,46,46,37,52,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
236,25-34,Female,E6,UK,White,36,46,37,56,54,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
237,25-34,Female,E8,UK,White,50,42,45,46,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
238,25-34,Female,E2,UK,White,45,39,30,45,50,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
239,18-24,Female,E4,UK,White,41,39,41,39,44,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
240,45-54,Female,E6,UK,White,20,44,51,53,44,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
241,35-44,Female,E8,UK,White,42,31,46,53,56,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
242,25-34,Female,E4,Other,White,55,31,40,48,34,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
243,18-24,Female,E5,UK,White,50,29,24,48,35,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
244,25-34,Female,E7,UK,White,30,47,51,49,48,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
245,35-44,Male,E7,UK,White,54,29,45,50,20,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
246,25-34,Female,E5,UK,White,33,33,34,33,31,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
247,25-34,Female,E6,UK,White,49,35,37,46,37,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
248,45-54,Male,E8,UK,White,27,38,38,47,52,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
249,45-54,Female,E9,UK,White,16,41,44,55,53,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
250,45-54,Female,E6,UK,White,47,42,45,49,49,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
251,45-54,Male,E7,UK,White,31,41,44,40,51,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
252,35-44,Female,E7,UK,White,42,33,41,42,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
253,18-24,Female,E8,UK,White,23,46,42,56,54,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
254,45-54,Female,E9,UK,White,28,41,48,43,48,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
255,25-34,Male,E6,UK,White,49,35,41,37,40,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
256,35-44,Female,E8,UK,White,25,51,53,51,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
257,18-24,Female,E5,UK,White,31,44,44,48,48,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
258,35-44,Male,E9,UK,White,36,40,52,25,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
259,65+,Male,E9,UK,White,41,39,43,33,53,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
260,65+,Male,E6,UK,White,26,38,48,46,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
261,45-54,Female,E6,UK,White,31,46,58,37,42,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
262,55-64,Male,E7,UK,White,29,37,51,43,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
263,45-54,Male,E8,UK,Asian,27,45,44,49,44,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
264,55-64,Female,E1,UK,White,26,40,46,53,49,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
265,18-24,Female,E7,UK,White,31,41,46,47,46,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
266,35-44,Female,E7,UK,Black,33,40,43,43,42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
267,55-64,Male,E7,UK,White,25,39,45,45,47,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
268,35-44,Male,E6,UK,Black,27,49,37,40,42,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
269,45-54,Female,E8,UK,White,26,51,50,46,54,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
270,35-44,Female,E8,UK,Black,27,41,40,38,43,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
271,45-54,Female,E8,UK,White,17,53,56,48,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
272,45-54,Female,E8,UK,White,43,35,49,45,31,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
273,55-64,Male,E9,UK,White,26,40,46,45,42,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
274,25-34,Female,E7,UK,White,38,41,38,45,44,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
275,35-44,Male,E8,UK,White,38,46,47,37,46,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
276,35-44,Female,E8,UK,White,40,37,47,46,52,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
277,55-64,Male,E9,UK,White,27,43,42,41,38,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
278,25-34,Male,E5,UK,White,26,49,53,48,41,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1
279,45-54,Female,E7,UK,White,33,37,44,48,42,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
280,45-54,Male,E8,UK,White,24,45,48,46,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
281,55-64,Male,E8,UK,White,35,41,51,43,35,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
282,45-54,Female,E5,UK,White,36,38,30,42,41,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
283,45-54,Female,E8,UK,White,35,40,47,49,48,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
284,45-54,Male,E7,UK,White,27,50,47,41,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
285,35-44,Male,E6,Other,White,25,34,51,40,44,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
286,35-44,Male,E7,UK,White,27,48,41,41,44,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
287,45-54,Female,E7,UK,White,38,30,45,34,41,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
288,45-54,Male,E8,UK,White,39,42,43,46,35,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
289,25-34,Male,E5,UK,White,42,42,41,41,42,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
290,25-34,Female,E8,UK,White,19,44,41,53,49,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
291,35-44,Female,E6,UK,Black,27,46,40,52,48,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
292,35-44,Female,E5,UK,White,42,32,49,38,39,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
293,45-54,Female,E6,UK,White,35,39,42,39,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
295,25-34,Female,E6,UK,White,47,40,45,38,39,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
296,18-24,Female,E3,UK,White,32,43,45,39,41,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
297,35-44,Male,E6,UK,White,49,37,47,43,42,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
298,65+,Female,E2,UK,White,44,34,47,42,49,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
300,35-44,Female,E7,UK,White,37,38,36,53,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
301,35-44,Female,E6,USA,White,44,33,45,46,46,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
302,25-34,Female,E5,USA,White,33,37,35,44,46,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
303,35-44,Female,E9,UK,White,41,37,41,47,48,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
304,55-64,Female,E6,UK,White,34,44,46,38,39,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
305,45-54,Female,E7,UK,White,32,40,37,42,48,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
306,45-54,Female,E7,UK,White,26,22,37,53,43,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
307,35-44,Male,E8,UK,White,38,31,40,36,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
308,45-54,Male,E8,UK,White,31,36,41,50,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
309,35-44,Female,E4,UK,White,21,45,45,43,52,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
310,35-44,Male,E8,UK,White,28,41,45,47,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
311,45-54,Female,E7,UK,White,24,39,40,44,46,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
312,18-24,Female,E2,UK,White,47,36,32,41,41,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
313,45-54,Female,E8,UK,White,32,40,43,45,43,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
314,25-34,Female,E8,UK,White,36,51,48,47,50,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
315,18-24,Female,E4,Republic of Ireland,White,30,41,41,44,41,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
316,45-54,Female,E9,UK,White,28,45,50,43,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
317,55-64,Female,E7,UK,White,31,45,53,40,36,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
318,35-44,Male,E7,UK,Black,28,52,39,43,49,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
319,25-34,Female,E6,UK,White,36,40,41,45,48,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
320,45-54,Female,E2,UK,Other,39,38,37,42,46,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
321,45-54,Female,E7,UK,White,43,38,42,36,41,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
322,35-44,Female,E5,UK,White,41,38,39,54,52,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
323,18-24,Female,E7,UK,White,28,43,49,49,43,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
324,45-54,Male,E3,UK,White,45,32,34,45,36,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
325,25-34,Female,E9,UK,White,38,40,55,37,48,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
326,35-44,Female,E6,UK,White,28,48,45,49,55,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
327,35-44,Male,E4,UK,White,30,28,32,49,45,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1
328,45-54,Male,E8,UK,White,20,50,46,53,50,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
329,25-34,Female,E6,UK,White,38,38,37,50,38,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
330,45-54,Male,E6,UK,White,32,43,39,46,41,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
331,45-54,Female,E6,UK,White,26,43,41,48,47,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
332,35-44,Male,E1,UK,White,33,37,39,40,46,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
333,55-64,Female,E4,Canada,White,31,37,35,49,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
334,18-24,Female,E5,UK,White,59,26,40,46,28,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1
335,65+,Male,E5,Canada,White,24,37,39,44,43,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
336,65+,Female,E2,Canada,White,34,39,36,34,42,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
337,25-34,Female,E8,UK,White,40,36,50,46,34,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
338,45-54,Female,E8,UK,Black,42,41,45,43,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
339,45-54,Female,E6,Canada,White,30,42,53,31,45,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
340,35-44,Male,E9,UK,White,20,48,48,48,51,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
341,45-54,Female,E6,UK,White,34,38,42,49,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
342,35-44,Female,E8,UK,White,31,47,52,45,45,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
343,55-64,Female,E6,UK,White,21,46,44,49,53,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
344,55-64,Female,E6,UK,White,42,40,46,42,46,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
345,18-24,Female,E1,UK,White,38,39,46,42,39,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1
346,35-44,Female,E8,UK,White,20,41,55,54,49,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
347,35-44,Female,E7,UK,White,36,43,45,49,44,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
348,45-54,Female,E7,UK,White,34,51,56,57,44,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
349,45-54,Male,E8,UK,White,27,45,46,43,45,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
350,45-54,Male,E6,UK,Black,30,42,43,42,44,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
351,45-54,Male,E7,UK,White,41,35,42,44,41,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
352,35-44,Female,E5,UK,White,46,36,52,51,37,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
353,35-44,Male,E6,UK,White,40,41,46,40,38,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
354,45-54,Male,E7,UK,White,34,35,49,48,31,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
355,25-34,Male,E2,UK,White,31,40,45,39,45,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
356,35-44,Male,E6,UK,White,38,39,46,45,40,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
357,25-34,Male,E1,UK,White,42,40,54,54,48,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1
358,45-54,Male,E7,UK,White,25,39,37,52,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
359,35-44,Male,E2,UK,White,57,31,39,31,29,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1
360,35-44,Male,E5,UK,White,40,34,52,44,39,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
361,25-34,Female,E5,UK,White,30,50,50,44,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
362,45-54,Female,E7,UK,White,41,45,46,44,41,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
363,35-44,Female,E6,UK,White,42,44,53,49,50,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1
364,45-54,Male,E7,UK,White,40,42,45,47,45,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
365,45-54,Female,E6,UK,White,48,39,37,48,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
366,35-44,Female,E9,UK,White,40,39,47,43,38,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
367,45-54,Male,E6,UK,Asian,34,40,42,40,32,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
368,35-44,Female,E7,UK,Asian,26,43,45,42,46,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
369,45-54,Female,E7,UK,White,25,43,48,46,44,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
370,25-34,Male,E6,UK,White,35,33,34,44,47,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
371,25-34,Female,E7,UK,White,48,42,48,48,37,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
372,18-24,Male,E4,Canada,White,38,42,47,37,40,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
373,35-44,Female,E7,UK,White,46,54,56,34,45,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
374,18-24,Female,E5,UK,White,45,46,38,47,44,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1
375,45-54,Male,E7,UK,White,32,27,51,37,43,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
376,55-64,Female,E8,UK,White,33,48,52,53,49,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
377,65+,Male,E6,UK,White,37,41,48,34,51,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
378,45-54,Female,E8,UK,White,27,40,41,44,48,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
379,25-34,Female,E7,UK,White,31,36,34,46,38,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
380,25-34,Male,E8,Other,White,44,33,50,47,47,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
381,45-54,Female,E6,UK,White,44,37,51,43,44,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
382,35-44,Male,E7,UK,White,31,47,44,39,43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
383,35-44,Male,E2,Other,White,32,36,38,37,36,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
384,35-44,Female,E8,Other,White,28,41,45,41,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
385,45-54,Female,E7,UK,White,37,38,43,50,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
386,45-54,Female,E7,UK,Black,33,41,39,48,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
387,25-34,Male,E6,UK,White,30,37,29,44,39,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
388,45-54,Male,E4,UK,White,19,43,38,53,46,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
389,25-34,Male,E7,UK,Black,24,42,42,34,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
390,35-44,Male,E6,UK,White,37,38,47,42,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
391,25-34,Male,E9,UK,White,30,42,45,44,46,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
392,35-44,Female,E5,UK,White,29,37,48,44,42,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
393,25-34,Female,E7,UK,White,42,40,47,45,43,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
394,35-44,Female,E3,UK,White,31,42,42,43,49,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
395,25-34,Female,E6,UK,White,28,39,30,39,51,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
396,25-34,Male,E6,UK,White,23,44,45,38,53,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
397,35-44,Male,E7,UK,White,38,48,43,33,36,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
398,35-44,Female,E7,UK,White,20,44,39,41,46,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
399,45-54,Male,E6,UK,White,37,43,40,33,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
400,25-34,Female,E8,UK,White,28,42,48,34,48,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
401,45-54,Male,E8,UK,White,27,48,55,49,46,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
402,25-34,Female,E4,UK,White,34,39,32,47,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
403,45-54,Male,E2,UK,White,37,32,43,32,37,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
404,18-24,Male,E5,UK,White,27,35,44,39,32,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
405,18-24,Male,E7,UK,White,23,44,44,38,39,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
406,45-54,Male,E3,UK,White,45,39,45,42,44,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
407,18-24,Female,E1,UK,White,37,50,57,51,42,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1
408,45-54,Female,E7,UK,White,53,33,56,43,39,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
409,35-44,Male,E3,UK,Other,49,39,44,41,37,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
410,25-34,Male,E7,UK,White,29,41,50,44,40,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
411,35-44,Female,E6,USA,White,22,45,51,45,46,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
412,45-54,Male,E4,UK,White,46,30,49,49,31,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
413,35-44,Female,E5,Other,White,31,29,48,44,29,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
414,25-34,Female,E7,UK,White,37,47,39,46,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
415,35-44,Male,E5,UK,White,36,39,51,44,39,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
416,35-44,Female,E5,UK,White,20,42,38,42,37,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
417,18-24,Male,E4,UK,White,30,32,42,29,56,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1
418,18-24,Male,E5,UK,White,35,35,48,28,32,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1
419,25-34,Male,E5,UK,White,28,46,47,36,37,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
420,25-34,Female,E9,UK,White,39,40,53,40,45,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
421,25-34,Male,E7,UK,White,42,41,45,41,43,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
422,18-24,Male,E4,UK,White,39,45,46,37,49,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1
423,25-34,Male,E5,UK,White,39,27,36,41,39,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
424,35-44,Male,E6,UK,White,28,39,46,54,37,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
425,35-44,Female,E7,UK,Mixed-White/Asian,26,45,41,51,48,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
426,45-54,Female,E9,USA,White,41,40,56,49,42,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
427,35-44,Male,E7,UK,White,32,38,47,41,29,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
428,45-54,Male,E2,UK,White,38,40,44,42,42,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
429,35-44,Male,E7,Other,White,42,34,45,34,41,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0
430,25-34,Female,E4,UK,White,27,39,31,45,47,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
431,25-34,Male,E1,UK,White,38,33,36,38,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
432,25-34,Female,E4,UK,White,36,42,39,49,34,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
433,25-34,Male,E7,UK,White,33,38,34,45,43,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
434,45-54,Female,E2,UK,White,38,52,38,51,41,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
435,18-24,Female,E7,UK,White,34,46,35,56,52,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
436,25-34,Female,E7,UK,White,36,43,38,47,53,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
437,55-64,Male,E5,USA,White,29,38,53,54,47,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
438,45-54,Male,E2,UK,White,23,43,48,37,45,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
439,25-34,Female,E7,USA,White,59,37,40,31,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
440,18-24,Female,E5,USA,White,49,38,48,42,28,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
441,35-44,Female,E7,UK,White,31,43,42,48,53,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
442,18-24,Female,E5,UK,White,29,49,31,43,46,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
443,25-34,Female,E8,UK,White,27,40,48,42,42,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
444,35-44,Male,E2,UK,White,40,44,41,38,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
445,45-54,Female,E6,UK,White,31,45,50,44,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
446,45-54,Female,E7,UK,White,46,33,42,37,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
447,25-34,Female,E7,UK,White,38,32,49,58,37,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1
448,25-34,Male,E8,UK,White,36,39,40,38,33,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
449,18-24,Female,E5,UK,White,47,49,53,31,35,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1
450,18-24,Male,E7,UK,White,32,44,49,41,47,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0
451,18-24,Female,E7,UK,White,43,39,40,47,34,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
452,18-24,Female,E8,UK,White,25,45,40,42,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
453,35-44,Female,E7,UK,White,34,39,47,44,48,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
454,25-34,Male,E7,UK,White,48,27,44,44,45,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
455,45-54,Male,E9,UK,White,34,36,52,38,40,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
456,18-24,Female,E7,UK,White,44,34,51,38,22,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
457,35-44,Male,E7,UK,White,51,37,48,28,37,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1
458,35-44,Female,E8,UK,White,31,36,47,47,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
459,18-24,Female,E7,UK,White,42,40,47,47,43,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1
460,25-34,Male,E8,UK,White,45,48,57,26,39,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1
461,18-24,Female,E7,UK,White,48,30,54,31,44,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1
462,18-24,Male,E5,UK,White,50,30,28,54,32,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
463,35-44,Male,E5,UK,White,44,43,55,44,24,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
464,45-54,Male,E4,UK,White,46,33,42,52,32,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
465,18-24,Female,E7,UK,White,39,34,53,48,48,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1
466,18-24,Female,E8,UK,White,49,32,46,40,39,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
467,18-24,Female,E7,UK,Asian,39,44,53,50,40,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
468,45-54,Male,E7,UK,White,38,40,54,43,51,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
